"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtExposure","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","LowQualFinSF","GrLivArea","BedroomAbvGr","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","PavedDrive","WoodDeckSF","PoolArea","Fence","MiscFeature","MiscVal","SaleType","SaleCondition","SalePrice","NewBuild","BSmtFinSFComb","TotalArea","TotalBaths","PorchSF","Neigh_Cat","AgeCat","LastSold","RemodelFromCat","SeasonSale","GarageScore","OverallScore","ExterScore","KitchenScore","GarageGrade"
645,"20","FV",85,9187,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",9,5,"Gable","CompShg","CemntBd","CmentBd","Stone",162,5,"PConc",3,645,1766,"GasA",5,2,4,0,1766,2,7,5,1,5,"Attchd",4,3,3,195,0,1,"None",0,"New","Partial",370878,1,1121,3532,3.5,130,4,4,1,6,2,16,45,15,5,1912
646,"20","RL",109,10530,"Pave","None","IR1","Lvl",4,"Corner",1,"Norm","Norm","1Fam","1Story",6,5,"Hip","CompShg","Plywood","Plywood","None",0,3,"CBlock",2,664,981,"GasA",3,2,4,0,981,3,5,5,0,1,"Detchd",2,2,3,0,0,1,"None",0,"WD","Normal",143250,0,317,1962,2.5,352,2,3,3,1,2,16,30,9,3,2304
647,"20","RL",60,7200,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",5,5,"Hip","CompShg","MetalSd","MetalSd","None",0,3,"CBlock",1,0,0,"GasA",4,2,4,0,1048,3,7,4,0,1,"Detchd",2,2,3,0,0,1,"None",0,"WD","Normal",98300,0,0,1048,1,27,2,2,2,1,3,16,25,9,3,1680
648,"20","RL",85,10452,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",6,5,"Hip","CompShg","Wd Sdng","Wd Sdng","Stone",216,3,"CBlock",3,594,1094,"GasA",5,2,4,0,1094,3,5,5,2,5,"Attchd",3,2,3,0,0,1,"None",0,"WD","Normal",155000,0,500,2188,1,287,2,2,2,1,3,16,30,9,3,1980
649,"60","RL",70,7700,"Pave","None","Reg","Lvl",4,"Inside",1,"PosN","Norm","1Fam","2Story",6,5,"Gable","CompShg","MetalSd","MetalSd","BrkFace",351,3,"CBlock",2,756,756,"GasA",3,2,4,0,1839,4,7,5,1,4,"Attchd",2,2,3,0,0,1,"None",0,"WD","Normal",155000,0,0,2595,1.5,340,2,2,0,1,3,16,30,9,3,1768
650,"180","RM",21,1936,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","Twnhs","SFoyer",4,6,"Gable","CompShg","CemntBd","CmentBd","None",0,3,"CBlock",4,0,630,"GasA",4,2,4,0,630,1,3,5,0,1,"None",1,0,3,0,0,4,"None",0,"WD","Normal",84500,0,630,1260,2,0,1,3,3,1,1,1,24,9,3,0
651,"60","FV",65,8125,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","2Story",7,6,"Gable","CompShg","CemntBd","CmentBd","None",0,4,"PConc",2,813,813,"GasA",5,2,4,0,1665,3,7,5,0,1,"Attchd",3,2,3,0,0,1,"None",0,"WD","Normal",205950,1,0,2478,2.5,0,4,4,2,6,3,16,42,12,4,2248
652,"70","RL",60,9084,"Pave","None","Reg","Lvl",4,"Inside",1,"Artery","Norm","1Fam","2Story",4,5,"Gable","CompShg","MetalSd","MetalSd","None",0,3,"CBlock",3,755,755,"GasA",3,2,4,0,1510,4,7,5,1,5,"Detchd",2,1,2,120,0,4,"None",0,"WD","Normal",108000,0,0,2265,2,0,2,2,1,2,2,6,20,9,3,888
653,"60","RL",70,8750,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,4,"PConc",2,880,880,"GasA",5,2,4,0,1716,2,7,5,1,4,"Attchd",3,2,3,0,0,1,"None",0,"WD","Normal",191000,0,0,2596,2.5,120,3,3,1,1,3,16,35,12,4,2048
654,"50","RM",60,10320,"Pave","Grvl","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1.5Fin",6,7,"Gable","CompShg","MetalSd","MetalSd","None",0,3,"CBlock",2,756,756,"GasA",5,2,4,0,1469,3,7,5,0,1,"Detchd",2,1,3,57,0,4,"None",0,"WD","Normal",135000,0,0,2225,1,239,1,1,2,3,3,16,42,9,3,864
655,"20","RL",91,10437,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",8,6,"Hip","CompShg","MetalSd","MetalSd","BrkFace",660,4,"PConc",5,413,2109,"GasA",5,2,4,0,2113,2,7,5,1,4,"Attchd",4,3,3,236,0,1,"None",0,"WD","Normal",350000,0,1696,4222,3.5,46,5,3,2,1,2,16,48,16,4,3356
656,"160","RM",21,1680,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","Twnhs","2Story",6,5,"Gable","CompShg","HdBoard","ImStucc","BrkFace",381,3,"CBlock",2,525,525,"GasA",3,2,4,0,1092,3,6,5,0,1,"Detchd",2,1,3,0,0,1,"None",0,"WD","Family",88000,0,0,1617,1.5,0,1,3,0,1,2,16,30,9,3,1056
657,"20","RL",72,10007,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",5,7,"Gable","CompShg","HdBoard","HdBoard","BrkFace",54,4,"CBlock",2,247,1053,"GasA",5,2,4,0,1053,3,5,5,0,1,"Attchd",3,1,3,0,0,4,"None",0,"WD","Normal",145500,0,806,2106,2.5,0,2,2,2,5,2,16,35,12,4,1248
658,"70","RL",60,7200,"Pave","None","Reg","HLS",4,"Inside",2,"Norm","Norm","1Fam","2Story",7,6,"Gable","CompShg","Stucco","Wd Shng","None",0,3,"BrkTil",2,776,776,"GasA",3,2,4,0,1502,3,6,5,1,5,"Attchd",3,1,2,0,0,4,"None",0,"WD","Normal",149000,0,0,2278,1.5,112,4,1,2,4,1,16,42,6,3,1080
659,"50","RL",78,17503,"Pave","None","Reg","Lvl",4,"Inside",1,"Artery","Norm","1Fam","1.5Fin",6,5,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"CBlock",2,912,912,"GasA",3,2,4,0,1458,3,6,5,1,5,"Attchd",2,1,3,192,0,1,"None",0,"WD","Abnorml",97500,0,0,2370,1.5,0,2,2,0,2,1,16,30,9,3,1320
660,"20","RL",75,9937,"Pave","None","Reg","Lvl",4,"Corner",1,"Norm","Norm","1Fam","1Story",5,7,"Hip","CompShg","MetalSd","MetalSd","None",0,3,"PConc",2,849,1486,"GasA",5,2,4,0,1486,3,7,5,0,1,"Detchd",4,2,3,0,0,4,"None",0,"WD","Normal",167000,0,637,2972,2,0,2,2,1,3,2,16,35,12,3,1920
661,"60","RL",73,12384,"Pave","None","Reg","Lvl",4,"CulDSac",1,"Norm","Norm","1Fam","2Story",7,7,"Gable","CompShg","Plywood","Plywood","BrkFace",233,3,"CBlock",2,793,793,"GasA",3,2,4,0,1935,3,7,5,1,4,"Attchd",3,2,3,0,0,1,"None",0,"WD","Normal",197900,0,0,2728,2.5,365,3,3,3,1,1,16,49,9,3,2200
662,"60","RL",52,46589,"Pave","None","IR2","Lvl",4,"CulDSac",1,"Norm","Norm","1Fam","2Story",8,7,"Hip","CompShg","VinylSd","VinylSd","BrkFace",528,4,"PConc",2,88,1629,"GasA",5,2,4,0,2448,4,8,5,1,4,"Attchd",3,3,3,517,0,1,"None",0,"WD","Normal",402000,0,1541,4077,3.5,76,5,3,1,5,3,16,56,12,4,2844
663,"20","RL",120,13560,"Pave","None","Reg","Lvl",4,"Corner",1,"Norm","Norm","1Fam","1Story",6,3,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",216,3,"CBlock",2,1392,1392,"GasA",4,2,4,0,1392,2,5,2,2,4,"Attchd",3,2,3,0,0,1,"None",0,"WD","Normal",110000,0,0,2784,2,240,2,2,1,1,3,16,18,9,3,2304
664,"85","RL",90,10012,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","SFoyer",4,5,"Gable","CompShg","Plywood","Plywood","None",0,3,"CBlock",4,38,1138,"GasA",3,2,4,0,1181,3,6,5,0,1,"Detchd",3,2,3,0,0,4,"None",0,"WD","Normal",137500,0,1100,2319,3,180,2,3,2,1,2,16,20,9,3,2352
665,"20","RL",49,20896,"Pave","None","IR2","Lvl",4,"CulDSac",1,"RRAn","Norm","1Fam","1Story",8,5,"Gable","CompShg","VinylSd","VinylSd","None",0,4,"PConc",3,356,2077,"GasA",5,2,4,0,2097,1,8,5,1,6,"Attchd",4,3,3,192,0,1,"None",0,"New","Partial",423000,1,1721,4174,2.5,267,4,4,4,5,1,16,40,12,5,4536
666,"60","RL",106,11194,"Pave","None","IR1","Lvl",4,"Corner",1,"Norm","Norm","1Fam","2Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,4,"PConc",2,1406,1406,"GasA",5,2,4,0,1936,3,7,5,1,4,"Attchd",3,2,3,188,0,1,"None",0,"WD","Normal",230500,0,0,3342,2.5,124,3,3,4,1,1,16,40,12,4,2016
667,"60","RL",95,18450,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","2Story",6,5,"Flat","Tar&Grv","Plywood","Plywood","BrkCmn",113,3,"CBlock",2,111,1021,"GasA",3,2,4,0,2380,3,7,1,1,2,"CarPort",2,2,3,0,0,1,"None",0,"WD","Abnorml",129000,0,910,3401,2.5,265,2,2,3,2,2,16,30,12,3,2384
668,"20","RL",65,8125,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",6,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",258,3,"PConc",2,270,1408,"GasA",5,2,4,0,1679,3,7,5,1,3,"Attchd",3,2,3,224,0,1,"None",0,"WD","Normal",193500,0,1138,3087,3,42,3,3,2,3,2,16,30,9,4,2300
669,"20","RL",71,14175,"Pave","None","Reg","Bnk",4,"Corner",2,"Norm","Norm","1Fam","1Story",5,6,"Gable","CompShg","CemntBd","Wd Sdng","None",0,3,"CBlock",2,200,1188,"GasA",4,2,4,0,1437,3,6,4,1,4,"Detchd",2,2,3,304,0,1,"None",0,"WD","Normal",168000,0,988,2625,2.5,0,2,2,4,2,1,16,30,9,3,2304
670,"30","RL",80,11600,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",4,5,"Gable","CompShg","MetalSd","MetalSd","None",0,3,"BrkTil",2,700,700,"GasA",5,2,4,0,1180,2,5,5,1,5,"Detchd",2,1,3,0,0,1,"None",0,"WD","Normal",137500,0,0,1880,1,67,4,1,4,2,3,12,20,9,2,1008
671,"60","RL",64,8633,"Pave","None","Reg","Lvl",4,"FR2",1,"Norm","Norm","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","None",0,4,"PConc",2,545,738,"GasA",5,2,4,0,1476,3,7,5,0,1,"Attchd",4,2,3,100,0,1,"None",0,"WD","Normal",173500,0,193,2214,3.5,35,3,4,1,1,1,16,30,12,4,2160
672,"70","RH",54,6629,"Pave","None","Reg","Lvl",4,"Inside",1,"Artery","Norm","1Fam","2Story",6,6,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,3,"BrkTil",2,121,672,"GasA",3,1,4,0,1369,3,6,5,0,1,"Detchd",2,1,3,147,0,1,"None",0,"WD","Normal",103600,0,551,2041,3,0,2,1,1,2,3,16,36,12,3,1200
673,"20","RL",66,11250,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",6,6,"Gable","CompShg","Plywood","Plywood","None",0,4,"CBlock",2,441,1208,"GasA",3,2,4,0,1208,3,6,5,1,4,"Attchd",3,2,3,198,0,1,"None",0,"WD","Normal",165000,0,767,2416,2.5,42,4,3,4,1,3,16,36,12,3,2184
674,"20","RL",110,14442,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",6,7,"Hip","CompShg","CemntBd","CmentBd","BrkFace",106,3,"PConc",2,291,1477,"GasA",5,2,4,0,1839,3,7,5,2,4,"Attchd",4,2,3,0,0,1,"None",0,"WD","Normal",257500,0,1186,3316,3,287,4,2,3,4,3,16,42,9,4,1664
675,"20","RL",80,9200,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",6,6,"Gable","CompShg","HdBoard","HdBoard","None",0,3,"CBlock",2,244,1136,"GasA",3,2,4,0,1136,3,5,5,1,5,"Attchd",3,1,3,426,0,1,"None",0,"WD","Normal",140000,0,892,2272,2,0,2,2,2,1,3,16,36,9,3,1536
676,"160","RL",24,2289,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","Twnhs","2Story",6,6,"Gable","CompShg","Plywood","Brk Cmn","None",0,3,"CBlock",2,544,855,"GasA",3,2,4,0,1441,3,7,5,1,4,"Attchd",2,2,3,28,0,1,"None",0,"WD","Normal",148500,0,311,2296,2.5,0,2,3,1,1,2,16,36,9,3,1760
677,"70","RM",60,9600,"Pave","Grvl","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","2Story",4,2,"Gable","CompShg","AsbShng","Stucco","None",0,3,"BrkTil",2,1095,1095,"GasW",2,1,4,0,1774,4,8,4,0,1,"2Types",2,3,1,0,0,1,"None",0,"WD","Normal",87000,0,0,2869,3,90,2,1,4,2,3,9,8,9,6,2337
678,"30","RL",52,9022,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",5,8,"Gable","CompShg","VinylSd","VinylSd","None",0,4,"BrkTil",2,768,768,"GasA",5,2,4,0,792,2,5,5,0,1,"Detchd",2,1,1,316,0,1,"None",0,"WD","Normal",109500,0,0,1560,1,120,2,1,1,5,3,9,40,12,4,720
679,"20","RL",80,11844,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",8,5,"Hip","CompShg","VinylSd","VinylSd","Stone",464,4,"PConc",3,2046,2046,"GasA",5,2,4,0,2046,3,7,5,1,5,"Attchd",4,3,3,322,0,1,"None",0,"New","Partial",372500,1,0,4092,2.5,82,5,4,1,6,3,16,40,12,4,3336
680,"20","RL",73,9945,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",5,5,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",57,3,"CBlock",2,161,988,"GasA",3,2,4,0,988,3,5,5,0,1,"Detchd",2,2,3,0,0,1,"None",0,"WD","Normal",128500,0,827,1976,2,0,2,2,3,1,2,16,25,9,3,2288
681,"120","RL",50,8012,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","TwnhsE","1Story",6,5,"Gable","CompShg","Plywood","Plywood","None",0,3,"CBlock",2,261,923,"GasA",3,2,4,0,923,2,5,5,1,4,"Attchd",3,1,3,80,0,1,"None",0,"WD","Normal",143000,0,662,1846,2,0,3,3,0,1,3,16,30,9,3,1056
682,"50","RH",55,4500,"Pave","Pave","IR2","Bnk",4,"Inside",1,"Norm","Norm","1Fam","1.5Fin",5,5,"Gable","CompShg","VinylSd","Stucco","None",0,3,"BrkTil",2,611,793,"GasA",5,2,4,0,1520,3,6,5,0,1,"Detchd",2,1,3,0,0,1,"None",0,"WD","Abnorml",159434,0,182,2313,1,56,2,1,1,4,3,16,25,9,3,1124
683,"120","RL",70,2887,"Pave","None","Reg","HLS",4,"Inside",1,"Norm","Norm","1Fam","1Story",6,5,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,"PConc",3,288,1291,"GasA",5,2,4,0,1291,2,6,5,1,5,"Attchd",2,2,3,307,0,1,"None",0,"WD","Normal",173000,0,1003,2582,2,0,4,3,2,3,1,16,30,9,4,1724
684,"20","RL",90,11248,"Pave","None","IR1","Lvl",4,"Corner",1,"Norm","Norm","1Fam","1Story",9,5,"Hip","CompShg","VinylSd","VinylSd","Stone",215,4,"PConc",4,567,1626,"GasA",5,2,4,0,1668,3,7,5,1,4,"Attchd",4,3,3,257,0,1,"None",0,"WD","Normal",285000,0,1059,3294,3,45,3,4,3,1,3,16,45,12,4,2808
685,"60","RL",58,16770,"Pave","None","IR2","Lvl",4,"CulDSac",1,"Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",30,4,"PConc",2,1195,1195,"GasA",4,2,4,0,1839,4,7,5,0,1,"Attchd",4,2,3,0,0,1,"None",0,"WD","Normal",221000,0,0,3034,2.5,81,5,3,0,1,3,16,35,12,3,1944
686,"160","RL",35,5062,"Pave","None","IR1","Lvl",4,"CulDSac",1,"Norm","Norm","TwnhsE","2Story",7,5,"Gable","CompShg","HdBoard","HdBoard","None",0,4,"CBlock",3,180,1190,"GasA",4,2,4,0,2090,3,6,4,1,4,"Attchd",4,2,3,219,0,1,"None",0,"WD","Normal",207500,0,1010,3280,3,0,5,3,3,1,2,16,35,12,4,2308
687,"60","FV",84,10207,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","2Story",7,6,"Gable","CompShg","VinylSd","VinylSd","None",0,4,"PConc",2,874,874,"GasA",5,2,4,0,1761,3,7,5,0,1,"Attchd",4,2,3,144,0,1,"None",0,"New","Partial",227875,1,0,2635,3,105,4,4,3,6,2,16,42,12,4,2312
688,"160","FV",30,5105,"Pave","None","IR2","Lvl",4,"FR2",1,"Norm","Norm","TwnhsE","2Story",7,5,"Gable","CompShg","MetalSd","MetalSd","None",0,4,"PConc",2,312,551,"GasA",5,2,4,0,1102,2,4,5,0,1,"Detchd",2,2,3,0,0,1,"None",0,"WD","Normal",148800,0,239,1653,2.5,60,4,4,3,1,2,16,35,12,4,1920
689,"20","RL",60,8089,"Pave","None","Reg","HLS",4,"Inside",1,"Norm","Norm","1Fam","1Story",8,6,"Gable","CompShg","MetalSd","MetalSd","BrkFace",0,4,"PConc",4,474,1419,"GasA",5,2,4,0,1419,2,7,5,1,5,"Attchd",3,2,3,140,0,1,"None",0,"New","Partial",392000,1,945,2838,3,0,5,4,3,6,2,16,48,12,4,2268
690,"120","RL",61,7577,"Pave","None","IR1","Lvl",4,"Corner",1,"Norm","Norm","TwnhsE","1Story",6,5,"Gable","CompShg","VinylSd","VinylSd","Stone",256,4,"PConc",4,1342,1362,"GasA",5,2,4,0,1362,2,6,5,1,5,"Attchd",3,2,3,192,0,1,"None",0,"WD","Normal",194700,0,20,2724,2,28,5,4,3,5,3,16,30,12,4,1840
691,"120","RM",35,4426,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","TwnhsE","1Story",6,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",147,4,"PConc",5,151,848,"GasA",5,2,4,0,848,1,3,5,1,4,"Attchd",3,2,3,149,0,1,"None",0,"WD","Normal",141000,0,697,1696,2,0,3,4,2,1,3,16,30,12,4,1680
693,"60","RL",42,26178,"Pave","None","IR1","Lvl",4,"Inside",2,"Norm","Norm","1Fam","2Story",7,5,"Hip","CompShg","MetalSd","MetalSd","BrkFace",293,4,"PConc",5,245,1210,"GasA",5,2,4,0,2519,4,9,5,2,5,"Attchd",3,2,3,320,0,1,"None",0,"WD","Normal",335000,0,965,3729,3.5,27,4,3,4,3,2,16,35,12,4,2512
694,"30","RL",60,5400,"Pave","None","Reg","Lvl",4,"Corner",3,"Norm","Norm","1Fam","1Story",5,6,"Gable","CompShg","MetalSd","MetalSd","None",0,3,"BrkTil",2,1073,1073,"GasA",5,2,4,0,1073,2,4,5,0,1,"Detchd",2,1,3,0,0,1,"None",0,"WD","Abnorml",108480,0,0,2146,1,112,2,1,4,2,1,16,30,9,3,1304
695,"50","RM",51,6120,"Pave","None","Reg","Lvl",4,"Corner",1,"Norm","Norm","1Fam","1.5Fin",5,6,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,"BrkTil",2,927,927,"GasA",3,2,4,0,1539,3,5,5,0,1,"Detchd",2,2,3,112,0,4,"None",0,"WD","Normal",141500,0,0,2466,1.5,0,2,1,1,2,2,16,30,6,3,2304
696,"20","RL",54,13811,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",6,6,"Gable","CompShg","HdBoard","HdBoard","BrkFace",72,3,"CBlock",2,92,1112,"GasA",4,2,4,0,1137,2,5,5,1,4,"Attchd",2,2,3,125,0,1,"None",0,"WD","Normal",176000,0,1020,2249,3,0,4,3,4,1,3,16,36,9,4,2204
697,"30","RM",50,6000,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",5,7,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,3,"CBlock",2,0,616,"GasA",4,2,4,0,616,2,4,5,0,1,"Detchd",2,1,3,0,0,1,"None",0,"WD","Normal",89000,0,616,1232,1,129,2,1,4,2,3,16,35,9,3,820
698,"20","RL",57,6420,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",5,7,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,"PConc",3,219,980,"GasA",2,2,3,0,1148,2,6,5,0,1,"Detchd",2,1,3,0,0,1,"None",0,"WD","Normal",123500,0,761,2128,1.5,0,2,2,4,1,2,16,35,9,3,1232
699,"20","RL",65,8450,"Pave","None","Reg","Lvl",4,"Inside",1,"RRAe","Norm","1Fam","1Story",5,8,"Gable","CompShg","MetalSd","MetalSd","None",0,3,"CBlock",2,224,894,"GasA",5,2,4,0,894,3,5,5,1,5,"Detchd",2,1,3,416,0,4,"None",0,"WD","Normal",138500,0,670,1788,2,144,2,2,0,5,2,16,40,12,3,1344
700,"120","FV",59,4282,"Pave","Pave","IR2","Lvl",4,"Inside",1,"Norm","Norm","TwnhsE","1Story",7,5,"Gable","CompShg","MetalSd","MetalSd","None",0,4,"PConc",3,1375,1391,"GasA",5,2,4,0,1391,2,5,5,0,1,"Attchd",3,2,3,156,0,1,"None",0,"WD","Normal",196000,0,16,2782,2,158,4,4,2,1,3,16,35,12,4,2120
701,"20","RL",85,14331,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",8,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",630,4,"PConc",5,526,1800,"GasA",5,2,4,0,1800,3,7,5,1,5,"Attchd",4,3,3,270,0,1,"None",0,"WD","Normal",312500,0,1274,3600,3,78,4,4,4,1,3,16,40,12,4,3060
702,"20","RL",80,9600,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",7,5,"Hip","CompShg","HdBoard","HdBoard","BrkFace",168,3,"CBlock",2,1164,1164,"GasA",3,2,4,0,1164,3,6,5,0,1,"Attchd",2,2,3,0,0,1,"None",0,"COD","Normal",140000,0,0,2328,1.5,0,3,2,4,1,3,16,35,9,3,2112
703,"60","RL",82,12438,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","2Story",8,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",466,5,"PConc",2,1234,1234,"GasA",5,2,4,0,2576,4,10,5,1,5,"BuiltIn",4,3,3,324,0,1,"None",0,"New","Partial",361919,1,0,3810,2.5,100,5,4,4,6,3,16,40,15,5,2664
704,"190","RM",76,7630,"Pave","None","Reg","Lvl",4,"Inside",1,"Feedr","Norm","2fmCon","2Story",5,9,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,"BrkTil",2,360,360,"GasA",4,2,4,0,1812,4,8,5,1,2,"Detchd",2,2,1,344,0,4,"None",0,"WD","Normal",140000,0,0,2172,2,40,2,1,0,3,3,16,45,12,8,2688
705,"20","RL",70,8400,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",109,4,"PConc",4,761,1473,"GasA",5,2,4,0,1484,3,7,5,0,1,"Attchd",3,2,3,0,0,1,"None",0,"WD","Normal",213000,0,712,2957,3,179,3,4,0,5,3,16,35,12,4,2424
706,"190","RM",70,5600,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","2fmCon","2Story",4,5,"Hip","CompShg","VinylSd","Wd Shng","None",0,2,"Slab",1,0,0,"GasA",2,1,4,0,1092,3,7,3,0,1,"None",1,0,1,0,0,1,"Othr",3500,"WD","Normal",55000,0,0,1092,2,0,1,1,0,2,3,1,20,4,4,0
707,"20","RL",82,115149,"Pave","None","IR2","Low",4,"CulDSac",3,"Norm","Norm","1Fam","1Story",7,5,"Gable","CompShg","Plywood","Plywood","Stone",351,3,"CBlock",5,424,1643,"GasA",3,2,4,0,1824,2,5,5,2,4,"Attchd",2,2,3,380,0,1,"None",0,"WD","Normal",302000,0,1219,3467,3,48,4,3,3,4,3,16,35,9,4,2956
708,"120","RL",48,6240,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","TwnhsE","1Story",8,5,"Hip","CompShg","MetalSd","MetalSd","BrkFace",176,4,"PConc",2,461,1324,"GasA",5,2,4,0,1324,2,6,5,1,5,"Attchd",4,2,3,192,0,1,"None",0,"WD","Normal",254000,0,863,2648,3,38,5,4,1,1,1,16,40,12,4,2200
709,"60","RL",65,9018,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","2Story",7,5,"Hip","CompShg","VinylSd","VinylSd","None",0,4,"PConc",4,728,728,"GasA",5,2,4,0,1456,3,8,5,1,5,"Attchd",4,2,3,100,0,1,"None",0,"New","Partial",179540,1,0,2184,2.5,24,3,4,3,6,3,16,35,12,4,1600
710,"20","RL",66,7162,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",5,7,"Gable","CompShg","HdBoard","HdBoard","BrkCmn",41,3,"PConc",2,876,876,"GasA",3,2,4,0,904,3,6,5,0,1,"Attchd",2,1,3,0,0,4,"None",0,"WD","Abnorml",109900,0,0,1780,1,0,2,2,2,1,1,16,35,9,3,1632
711,"30","RL",56,4130,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",3,6,"Gable","CompShg","VinylSd","VinylSd","None",0,4,"CBlock",2,270,270,"GasA",4,2,4,0,729,2,5,2,0,1,"None",1,0,1,0,0,1,"None",0,"WD","Normal",52000,0,0,999,1,0,2,1,2,4,3,1,18,12,3,0
712,"50","C (all)",66,8712,"Pave","Pave","Reg","HLS",4,"Inside",2,"Norm","Norm","1Fam","1.5Fin",4,7,"Gable","CompShg","MetalSd","MetalSd","None",0,3,"Stone",3,859,859,"GasA",4,2,4,0,1178,2,7,5,0,1,"Detchd",3,1,1,68,0,1,"None",0,"WD","Abnorml",102776,0,0,2037,1,98,1,1,0,2,1,16,28,9,3,1536
713,"120","RL",40,4671,"Pave","None","IR1","HLS",4,"Inside",1,"Norm","Norm","TwnhsE","1Story",8,5,"Gable","CompShg","HdBoard","HdBoard","None",0,4,"PConc",3,461,1228,"GasA",4,2,4,0,1228,2,5,5,1,5,"Attchd",4,2,3,168,0,1,"None",0,"WD","Normal",189000,0,767,2456,3,120,5,3,2,2,2,16,40,12,4,1888
714,"190","RL",60,9873,"Pave","None","Reg","Lvl",4,"Inside",1,"RRAn","Norm","2fmCon","1Story",4,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",160,3,"CBlock",4,171,960,"GasW",3,1,4,0,960,3,6,5,0,1,"Detchd",2,2,3,0,0,1,"None",0,"WD","Normal",129000,0,789,1920,2,288,2,3,4,1,3,16,20,9,3,2304
